transaction_id,version,unique_bukken_key,bukken_meishou,shubetu,kouzou,shozaiti,shozaiti_todouhuken,shozaiti_sikutyouson,shozaiti_tyoumei,shozaiti_tyoume,kansei_nengetu,kaisuu,soukosuu,heyabangou,yachin,kyouekihi,sikikin,sikikin_tani,reikin,reikin_tani,hoshoukin,hoshoukin_tani,sikibiki_shoukyaku,sikibiki_shoukyaku_tani,kousinryou,kousinryou_tani,shozaikai,madori,madori_serviceroom_flg,senyuumenseki,tyuusharyou,tyuushajyou_bikou,hoken,tyukai_tesuryou,hoka_shokihiyou,hoka_shohiyou,hoshougaisha,koutuu_1_rosen,koutuu_1_eki,koutuu_1_bus,koutuu_1_toho,koutuu_2_rosen,koutuu_2_eki,koutuu_2_bus,koutuu_2_toho,koutuu_3_rosen,koutuu_3_eki,koutuu_3_bus,koutuu_3_toho,ikkaino_bukken_flg,nikai_ijyou_flg,saijyoukai_flg,kadobeya_flg,minamimuki_flg,gas_konro_flg,ih_cooking_heater_flg,konro_hutakuchi_ijyou_flg,system_kitchen_flg,counter_kitchen_flg,shokkiarai_kansouki_flg,disposer_flg,jyousuiki_flg,bath_toilet_betu_flg,oidaki_kinou_flg,onsui_senjyoutuki_danbaou_benza_flg,yokusitu_kansouki_flg,senmenjyo_dokuritu_flg,situnai_sentakuki_okiba_flg,yokusitu_danbou_flg,yokusitu_tv_flg,mist_sauna_flg,senpatu_senmen_keshoudai_flg,hitotubo_huro_flg,air_conditioner_flg,yukadanbou_flg,touyu_danbou_flg,gasu_danbou_flg,sekiyu_danbou_flg,nidaime_air_conditioner_flg,tosigas_flg,all_denka_flg,propane_gas__flg,maisonette_flg,flooring_flg,senyouniwa_flg,balcony_flg,balcony_nimenijyou_flg,roof_balcony_flg,barrier_free_flg,roft_flg,elevator_flg,sikitinai_gomi_okiba_flg,24jikan_gomi_dasi_ka_flg,bouonsitu_flg,tikasitu_flg,pair_glass_flg,24jikan_kanki_system_flg,koushaon_yuka_flg,shoumei_kigu_flg,situnai_monohosi_flg,hutari_nyukyo_ka_flg,jyosei_gentei_flg,pet_flg,gakki_soudan_ka_flg,jimusho_ka_flg,room_share_ka_flg,hoshounin_huyou_flg,tokutei_yuuryou_tintai_jyutaku_flg,customize_ka_flg,koureisha_soudan_flg,diy_ka_flg,monthly_ka_flg,auto_lock_flg,bouhan_camera_flg,tv_interphone_flg,kanrinin_ari_flg,takuhai_box_flg,home_security_flg,dimple_key_flg,dendou_shutter_flg,bouhanyou_glass_flg,shutter_amado_flg,card_key_flg,genkanjyou_nijyou_flg,jinkan_sensor_light_flg,cable_tv_flg,cs_antenna_flg,bs_antenna_flg,internet_siyouryou_muryou_flg,hikari_fiber_flg,internet_taiou_flg,walk_in_closet_flg,yukasita_shuunou_flg,shoes_box_flg,gaibu_monooki_flg,shuunou_space_flg,tyuushajyou_ari_flg,tyuushajyou_2daiijyou_flg,sikitinai_tyuushajyou_flg,bike_okiba_ari_flg,tyuurinnjyou_ari_flg,reform_renovation_flg,kagu_kaden_tuki_flg,designers_flg,tower_mansion_flg,bujyo_tintai_flg,kanseina_jyutakugai_flg,tile_hari_flg,athome_flg,homes_flg,suumo_flg,sinchiku_flg
1421126,"2019-09-01 00:00:00",東京都中野区野方1丁目_201910_29_3_2_201,"野方1丁目シャーメゾン 201号室",マンション,重量鉄骨造,東京都中野区野方1丁目,東京都,中野区,野方,1丁目,"2019-10-01 00:00:00",3,NULL,201,84000,5500,84000,円,168000,円,NULL,NULL,NULL,NULL,NULL,NULL,2,1K,NULL,28.97,NULL,NULL,要,NULL,NULL,NULL,"保証会社利用必 初回利用料：20，000円税別",JR総武線,中野,NULL,15,JR総武線,高円寺,NULL,16,西武新宿線,野方,NULL,17,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1
1423035,"2019-09-01 00:00:00",東京都杉並区高円寺南5丁目_199911_23_3_1_303,"ジードルンク 303号室",マンション,重量鉄骨造,東京都杉並区高円寺南5丁目,東京都,杉並区,高円寺南,5丁目,"1999-11-01 00:00:00",3,NULL,303,75000,0,75000,円,75000,円,NULL,NULL,NULL,NULL,NULL,NULL,1,1K,NULL,23,NULL,NULL,要,NULL,NULL,NULL,NULL,JR総武線,高円寺,NULL,9,JR中央線,中野,NULL,10,NULL,NULL,NULL,NULL,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0
1433034,"2019-09-01 00:00:00",東京都中野区中野3丁目_201910_33_8_2_,"AXIA NAKANO",マンション,その他,東京都中野区中野3丁目,東京都,中野区,中野,3丁目,"2019-10-01 00:00:00",8,NULL,NULL,108000,6000,108000,円,216000,円,NULL,NULL,NULL,NULL,NULL,NULL,2,1K,NULL,33.4,NULL,NULL,1.55万円2年,1.08ヶ月,合計1.5万円（内訳：ヘーベルR倶楽部会費15000円）,NULL,"保証会社利用必 初回保証料：賃料＋共益費の50％　継続保証料：2万円／2年",JR中央線,中野,NULL,3,東京メトロ丸ノ内線,新中野,NULL,11,東京メトロ丸ノ内線,東高円寺,NULL,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1447856,"2019-09-01 00:00:00",東京都中野区丸山1丁目_199708_19_2_2_201,"クレール野方 201 1K",アパート,木造在来,東京都中野区丸山1丁目,東京都,中野区,丸山,1丁目,"1997-08-01 00:00:00",2,NULL,201,62000,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,ヶ月,2,1K,NULL,18.63,NULL,NULL,不要,NULL,"鍵交換費用：15,000円、AIGリビングプロテ：15,000円、室内クリーニング費用：40,000円",NULL,NULL,西武新宿線,野方,NULL,9,西武新宿線,沼袋,NULL,10,JR中央線,中野,8,9,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1448010,"2019-09-01 00:00:00",東京都杉並区高円寺南1丁目_199501_14_2_1_,第5紀州ハイツ,アパート,木造在来,東京都杉並区高円寺南1丁目,東京都,杉並区,高円寺南,1丁目,"1995-01-01 00:00:00",2,NULL,NULL,50000,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1R,NULL,14,NULL,NULL,1.65万円2年,NULL,合計1.62万円（内訳：契約事務手数料16200円）,NULL,"保証会社利用可 賃料の50％",東京メトロ丸ノ内線,東高円寺,NULL,4,東京メトロ丸ノ内線,新中野,NULL,13,JR中央線,中野,NULL,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1450475,"2019-09-01 00:00:00",東京都中野区中野3丁目_199703_24_3_3_,ラフォーレ中野,マンション,鉄筋コンクリート造,東京都中野区中野3丁目,東京都,中野区,中野,3丁目,"1997-03-01 00:00:00",3,NULL,NULL,85000,3000,170000,円,170000,円,NULL,NULL,NULL,NULL,NULL,NULL,3,1R,NULL,23.8,NULL,NULL,要,NULL,合計6.74万円（内訳：安心入居サポート／除菌抗菌／簡易消火剤等）,NULL,"保証会社利用必 初回総額賃料50％　毎年10，000円",JR中央線,中野,NULL,6,東京メトロ丸ノ内線,東高円寺,NULL,11,東京メトロ丸ノ内線,新中野,NULL,13,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
1461379,"2019-09-01 00:00:00",東京都杉並区高円寺北1丁目_197501_23_2_2_201,第三千葉荘,アパート,木造在来,東京都杉並区高円寺北1丁目,東京都,杉並区,高円寺北,1丁目,"1975-01-01 00:00:00",2,NULL,201,56000,0,1,ヶ月,1,ヶ月,NULL,NULL,NULL,NULL,1,ヶ月,2,1DK,NULL,23.14,NULL,NULL,要,NULL,NULL,NULL,-,JR中央線,高円寺,NULL,8,東京メトロ東西線,中野,NULL,12,東京メトロ丸ノ内線,東高円寺,NULL,15,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
1467512,"2019-09-01 00:00:00",東京都中野区中野1丁目_199601_18_3_1_103,"ベルテ城山 103号室",マンション,重量鉄骨造,東京都中野区中野1丁目,東京都,中野区,中野,1丁目,"1996-01-01 00:00:00",3,NULL,103,74000,3000,74000,円,74000,円,NULL,NULL,NULL,NULL,NULL,NULL,1,1R,NULL,18.2,NULL,NULL,要,NULL,NULL,NULL,NULL,JR中央線,中野,NULL,10,JR中央線,東中野,NULL,17,東京メトロ丸ノ内線,新中野,NULL,17,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1475784,"2019-09-01 00:00:00",東京都中野区大和町1丁目_199104_40_5_3_,"JR中央線 高円寺駅 5階建 築29年",マンション,鉄筋コンクリート造,東京都中野区大和町1丁目,東京都,中野区,大和町,1丁目,"1991-04-01 00:00:00",5,NULL,NULL,100000,0,100000,円,100000,円,NULL,NULL,NULL,NULL,NULL,NULL,3,2DK,NULL,39.77,NULL,NULL,1.65万円2年,NULL,NULL,NULL,"保証会社利用必 50000円　継続保証料1年毎10000円",JR中央線,高円寺,NULL,9,JR中央線,中野,NULL,20,西武新宿線,野方,NULL,15,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1486051,"2019-09-01 00:00:00",東京都杉並区高円寺南1丁目_201909_27_3_3_302,"アーブル 302号室",マンション,重量鉄骨造,東京都杉並区高円寺南1丁目,東京都,杉並区,高円寺南,1丁目,"2019-09-01 00:00:00",3,NULL,302,97000,0,97000,円,97000,円,NULL,NULL,NULL,NULL,NULL,NULL,3,1K,NULL,27.3,NULL,NULL,1.8万円2年,NULL,NULL,2年以内の解約は1ヶ月分の違約金が発生いたします。その他、クリーニング費用。,"保証会社利用必 エポスカード 初年度39200円、2年目以降1.0万",東京メトロ丸ノ内線,東高円寺,NULL,3,東京メトロ丸ノ内線,新中野,NULL,12,JR中央線,中野,NULL,15,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
1495973,"2019-09-01 00:00:00",東京都中野区中野1丁目_200004_21_2_2_201,"A.F 201号室",アパート,木造在来,東京都中野区中野1丁目,東京都,中野区,中野,1丁目,"2000-04-01 00:00:00",2,NULL,201,67000,2000,67000,円,67000,円,NULL,NULL,NULL,NULL,NULL,NULL,2,1R,NULL,21.45,NULL,NULL,要,1ヶ月,NULL,NULL,NULL,JR総武線,東中野,NULL,10,JR総武線,中野,NULL,12,NULL,NULL,NULL,NULL,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1499158,"2019-09-01 00:00:00",東京都中野区上高田3丁目_196904_115_2_2_,"西武新宿線 新井薬師前駅 徒歩5分",戸建住宅,木造在来,東京都中野区上高田3丁目,東京都,中野区,上高田,3丁目,"1969-04-01 00:00:00",2,NULL,NULL,260000,0,1,ヶ月,1,ヶ月,NULL,NULL,NULL,NULL,NULL,NULL,2,4LDK,NULL,115,NULL,NULL,要,NULL,NULL,"24時間緊急対応サービス：12,960円、事務手数料：16,200円","利用可 保証会社利用料：初回保証料　保証人有り　総賃料の30％　保証人無し　同40％",西武新宿線,新井薬師,NULL,5,JR総武線,東中野,NULL,13,東京メトロ東西線,中野,NULL,15,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1507657,"2019-09-01 00:00:00",東京都杉並区高円寺北1丁目_201711_15_2_2_,"JR中央線 高円寺駅 2階建 築2年",アパート,木造在来,東京都杉並区高円寺北1丁目,東京都,杉並区,高円寺北,1丁目,"2017-11-01 00:00:00",2,NULL,NULL,62000,4000,62000,円,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1R,NULL,15.39,NULL,NULL,要,NULL,"合計1.95万円（内訳：鍵交換代 19440円）",NULL,NULL,JR中央線,高円寺,NULL,10,JR中央線,中野,NULL,15,東京メトロ丸ノ内線,東高円寺,NULL,17,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0
1517557,"2019-09-01 00:00:00",東京都杉並区高円寺南5丁目_198512_12_2_2_,"JR中央線 高円寺駅 2階建 築34年",アパート,木造在来,東京都杉並区高円寺南5丁目,東京都,杉並区,高円寺南,5丁目,"1985-12-01 00:00:00",2,NULL,NULL,58000,2000,116000,円,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1R,NULL,12.4,NULL,NULL,2万円2年,NULL,合計1.62万円（内訳：カギ交換費用16200円）,NULL,NULL,JR中央線,高円寺,NULL,16,東京メトロ丸ノ内線,東高円寺,NULL,7,JR中央線,中野,NULL,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1517785,"2019-09-01 00:00:00",東京都中野区中野5丁目_199108_18_4_4_,"JR中央線 中野駅 4階建 築29年",マンション,重量鉄骨造,東京都中野区中野5丁目,東京都,中野区,中野,5丁目,"1991-08-01 00:00:00",4,NULL,NULL,68000,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,1R,NULL,18.22,NULL,NULL,1.5万円2年,1ヶ月,合計3.78万円（内訳：最初に清掃費をいただきます）,NULL,"オリコフォレントインシュア利用必 保証料：賃料等の0.5ヶ月分（最低保証料2万円）継続保証料1万円/年 収納手数料300円＋税／月",JR中央線,中野,NULL,11,西武新宿線,新井薬師,NULL,14,JR中央線,東中野,NULL,18,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1519729,"2019-09-01 00:00:00",東京都中野区中野5丁目_201603_11_2_1_,"JR中央線 中野駅 2階建 築4年",アパート,木造在来,東京都中野区中野5丁目,東京都,中野区,中野,5丁目,"2016-03-01 00:00:00",2,NULL,NULL,67000,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1R,NULL,11.34,NULL,NULL,1.6万円2年,NULL,合計1.3万円（内訳：書類作成代1.296万円）,更新料　賃料1.00ヶ月分,"保証会社利用必 賃料総合計の50％",JR中央線,中野,NULL,7,東京メトロ丸ノ内線,新中野,NULL,17,JR中央線,東中野,NULL,18,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1538703,"2019-09-01 00:00:00",東京都中野区中野3丁目_201910_33_8_3_,"AXIA NAKANO",マンション,その他,東京都中野区中野3丁目,東京都,中野区,中野,3丁目,"2019-10-01 00:00:00",8,NULL,NULL,109000,6000,109000,円,218000,円,NULL,NULL,NULL,NULL,NULL,NULL,3,1K,NULL,33.4,NULL,NULL,1.55万円2年,1.08ヶ月,合計1.5万円（内訳：ヘーベルR倶楽部会費15000円）,NULL,"保証会社利用必 初回保証料：賃料＋共益費の50％　継続保証料：2万円／2年",JR中央線,中野,NULL,3,東京メトロ丸ノ内線,新中野,NULL,11,東京メトロ丸ノ内線,東高円寺,NULL,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1545608,"2019-09-01 00:00:00",東京都中野区野方1丁目_201103_15_3_3_,フォ－マック高円寺,アパート,木造在来,東京都中野区野方1丁目,東京都,中野区,野方,1丁目,"2011-03-01 00:00:00",3,NULL,NULL,60000,3000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,1K,NULL,15.46,NULL,NULL,要,NULL,NULL,NULL,"保証会社利用必 実費",JR総武線,高円寺,NULL,13,西武新宿線,野方,NULL,13,JR総武線,中野,NULL,19,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1562949,"2019-09-01 00:00:00",東京都中野区中野3丁目_201910_30_8_2_,"AXIA NAKANO",マンション,その他,東京都中野区中野3丁目,東京都,中野区,中野,3丁目,"2019-10-01 00:00:00",8,NULL,NULL,108000,6000,108000,円,216000,円,NULL,NULL,NULL,NULL,NULL,NULL,2,1K,NULL,29.64,NULL,NULL,1.55万円2年,1.08ヶ月,合計1.5万円（内訳：ヘーベルR倶楽部会費15000円）,NULL,"保証会社利用必 初回保証料：賃料＋共益費の50％　継続保証料：2万円／2年",JR中央線,中野,NULL,3,東京メトロ丸ノ内線,新中野,NULL,11,東京メトロ丸ノ内線,東高円寺,NULL,15,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1578501,"2019-09-01 00:00:00",東京都中野区中野5丁目_201304_13_2_2_202,"アーバンプレイス中野VIII 202号室",アパート,木造在来,東京都中野区中野5丁目,東京都,中野区,中野,5丁目,"2013-04-01 00:00:00",2,NULL,202,68000,3000,NULL,NULL,68000,円,NULL,NULL,NULL,NULL,NULL,NULL,2,1R,NULL,13,NULL,NULL,要,NULL,合計2.16万円（内訳：鍵交換）,NULL,"保証会社利用必 初回賃料総額50％　年間1万円　口座振替324円",東京メトロ東西線,中野,NULL,7,西武新宿線,新井薬師,NULL,14,西武新宿線,沼袋,NULL,18,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
1580344,"2019-09-01 00:00:00",東京都中野区中野3丁目_201910_33_8_4_,"AXIA NAKANO",マンション,その他,東京都中野区中野3丁目,東京都,中野区,中野,3丁目,"2019-10-01 00:00:00",8,NULL,NULL,110000,6000,110000,円,220000,円,NULL,NULL,NULL,NULL,NULL,NULL,4,1K,NULL,33.4,NULL,NULL,1.55万円2年,1.08ヶ月,合計1.5万円（内訳：ヘーベルR倶楽部会費15000円）,NULL,"保証会社利用必 初回保証料：賃料＋共益費の50％　継続保証料：2万円／2年",JR中央線,中野,NULL,3,東京メトロ丸ノ内線,新中野,NULL,11,東京メトロ丸ノ内線,東高円寺,NULL,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1580526,"2019-09-01 00:00:00",東京都杉並区高円寺北1丁目_200404_27_8_8_802,"エクシム高円寺 802号室",マンション,鉄筋コンクリート造,東京都杉並区高円寺北1丁目,東京都,杉並区,高円寺北,1丁目,"2004-04-01 00:00:00",8,NULL,802,95000,10000,95000,円,95000,円,NULL,NULL,NULL,NULL,NULL,NULL,8,1K,NULL,27.07,NULL,NULL,要,NULL,合計4.43万円（内訳：24Hサポート／契約事務手数料／鍵交換代等等）,NULL,"保証会社利用必 初回総賃料の50％～／月額1．5％",JR総武線,高円寺,NULL,10,JR中央線,中野,NULL,16,東京メトロ丸ノ内線,東高円寺,NULL,18,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
1600957,"2019-09-01 00:00:00",東京都中野区沼袋1丁目_198201_23_2_1_,コートパル沼袋,アパート,重量鉄骨造,東京都中野区沼袋1丁目,東京都,中野区,沼袋,1丁目,"1982-01-01 00:00:00",2,NULL,NULL,45000,2000,45000,円,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1K,NULL,23,NULL,NULL,要,1.08ヶ月,合計1.73万円（内訳：鍵交換代　17280円　税込）,退去時、ハウスクリーニング代35000円　別税,"保証会社利用必 初回保証料　賃料と共益費の50％ 継続保証料　2年毎　2万円",西武新宿線,沼袋,NULL,4,都営大江戸線,落合南長崎,NULL,18,JR中央線,中野,NULL,19,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1612161,"2019-09-01 00:00:00",東京都中野区中野3丁目_199504_17_3_1_,カーサ宮園,マンション,重量鉄骨造,東京都中野区中野3丁目,東京都,中野区,中野,3丁目,"1995-04-01 00:00:00",3,NULL,NULL,60000,3000,60000,円,60000,円,NULL,NULL,NULL,NULL,NULL,NULL,1,1R,NULL,17.39,NULL,NULL,2万円2年,NULL,NULL,NULL,NULL,JR中央線,中野,NULL,6,東京メトロ丸ノ内線,新中野,NULL,8,NULL,NULL,NULL,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
