fetch_datetime,todofuken,shikuchoson,bld_name,room_name,room_madori,bld_address,access,num_rooms,chinryo,kanrihi,sikikin,reikin,kibo_kozo,menseki_tsubo,syunko_nengappi,keiyaku_kikan,kousinryo,torihiki_taiyo,parking,hoken,kanri_gaisya,kagi_koukan,kouza_furikae,hosyo_gaisya,setsubi,bikou
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,ミ・アモール,９０４,2LDK+WIC,東京都足立区綾瀬三丁目１６番１３号,"東京メトロ千代田線綾瀬 徒歩4分
ＪＲ常磐線綾瀬 徒歩4分
     
     
     ",－,"135,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄骨鉄筋コンクリート造地上11階 ,58.00m2／17.54坪,1996年03月22日,24ヶ月,新賃料の1ヶ月分,貸主,有,借家人賠償責任保険を付帯した火災保険にご加入いただきます,東葉ビル管理株式会社,"20,000円",100円／月,"58,000円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,３０５,2LDK+WIC+SIC,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"151,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,52.48m2／15.87坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"52,480円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,４０５,2LDK+WIC+SIC,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"152,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,52.48m2／15.87坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"52,480円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,５０５,2LDK+WIC+SIC,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"153,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,52.48m2／15.87坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"52,480円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,３０３,2LDK+WIC,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"154,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,57.60m2／17.42坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"57,600円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,６０５,2LDK+WIC+SIC,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"154,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,52.48m2／15.87坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"52,480円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,２０２,2LDK,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"155,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,59.83m2／18.09坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"59,830円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,４０３,2LDK+WIC,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"155,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,57.60m2／17.42坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"57,600円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,レックスハイツ綾瀬ステーションタワー,１４０２,2LDK,東京都足立区綾瀬四丁目９番１８号,"東京メトロ千代田線綾瀬 徒歩2分
ＪＲ常磐線綾瀬 徒歩2分
     
     
     ",－,"155,000円／月","10,000円／月",1ヶ月,1.2ヶ月,鉄骨鉄筋コンクリート造地上15階地下1階,66.60m2／20.14坪,2000年10月31日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます。,株式会社ライフポート西洋,"20,000円",100円／月,"66,600円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 給湯追い焚き／ＢＳ／ ＣＡＴＶ／コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,３０２,2LDK,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"156,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,59.83m2／18.09坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"59,830円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,５０３,2LDK+WIC,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"156,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,57.60m2／17.42坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"57,600円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,４０２,2LDK,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"157,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,59.83m2／18.09坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"59,830円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,６０３,2LDK+WIC,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"157,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,57.60m2／17.42坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"57,600円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,５０２,2LDK,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"158,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,59.83m2／18.09坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"59,830円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,６０２,2LDK,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"159,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,59.83m2／18.09坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"59,830円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,Ｓｕｎｎｙ　Ｓｉｄｅ　Ｆｏｒｅｓｔ,１０６,1LD･K+SIC,東京都足立区綾瀬４丁目３０番１２号,"ＪＲ常磐線綾瀬 徒歩9分
東京メトロ千代田線綾瀬 徒歩9分
     
     
     ",27戸,"160,000円／月",無,1ヶ月,2ヶ月,鉄筋コンクリート造地上6階 ,52.48m2／15.87坪,2020年02月28日,24ヶ月,新賃料の1ヶ月分,貸主,込,借家人賠償責任保険を付帯した火災保険にご加入いただきます,未定,,100円／月,"52,480円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ エアコン／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,パークホームズ亀有ガーデンズコート,２０５,2LD･K+WIC,東京都足立区中川四丁目２３番１９号,"ＪＲ常磐線亀有 徒歩5分
     
     
     
     ",－,"166,000円／月","10,000円／月",1ヶ月,2ヶ月,鉄筋コンクリート造地上13階 ,59.10m2／17.87坪,2017年10月01日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます。,三井不動産レジデンシャルサービス株式会社　東京東支店,"20,000円",100円／月,"59,100円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ 床暖房／ エアコン／ 食器洗機／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
<built-in method now of type object at 0x10a49a648>,東京都２３区,足立区,パークホームズ亀有ガーデンズコート,５０８,3LD･K+WIC,東京都足立区中川四丁目２３番１９号,"ＪＲ常磐線亀有 徒歩5分
     
     
     
     ",－,"181,000円／月","15,000円／月",1ヶ月,2ヶ月,鉄筋コンクリート造地上13階 ,67.86m2／20.52坪,2017年10月01日,24ヶ月,新賃料の1ヶ月分,貸主,無,借家人賠償責任保険を付帯した火災保険にご加入いただきます。,三井不動産レジデンシャルサービス株式会社　東京東支店,"20,000円",100円／月,"67,860円","区分：必須
保証会社：ﾚｼﾞﾃﾞﾝﾄｱｼｽﾀﾝｽ(株) 他1社
条件：初回保証委託料(最低20,000円)：月額賃料等の50％、 ２年目以降：9,600円/年",バルコニー／ 床暖房／ エアコン／ 食器洗機／ 浴室乾燥機／給湯追い焚き／ＢＳ／ＣＳ／ コンロ／キッチン／グリル／ オートロック／エレベーター／
